ward,source,date_diff,case_status,
6,City Worker App,3000.0,Closed,
10,City Worker App,73794000.0,Closed,
10,City Worker App,2463000.0,Closed,
18,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
5,Citizens Connect App,939192000.0,Closed,
22,Citizens Connect App,4128000.0,Closed,
20,Employee Generated,2000.0,Closed,
21,City Worker App,1000.0,Closed,
17,Employee Generated,1000.0,Closed,
11,City Worker App,4063000.0,Closed,
3,Citizens Connect App,250334000.0,Closed,
10,Employee Generated,1000.0,Closed,
21,Citizens Connect App,76359000.0,Closed,
8,City Worker App,2000.0,Closed,
10,Employee Generated,1000.0,Closed,
21,City Worker App,2000.0,Closed,
2,City Worker App,93230000.0,Closed,
4,City Worker App,3452594000.0,Closed,
17,Employee Generated,1000.0,Closed,
19,City Worker App,6000.0,Closed,
18,Employee Generated,2000.0,Closed,
8,Constituent Call,79928000.0,Closed,
3,Constituent Call,5337000.0,Closed,
18,City Worker App,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
8,Self Service,12659000.0,Closed,
14,Employee Generated,1000.0,Closed,
14,City Worker App,2000.0,Closed,
1,Employee Generated,1000.0,Closed,
6,City Worker App,2000.0,Closed,
14,Employee Generated,1000.0,Closed,
21,Citizens Connect App,70691000.0,Closed,
17,City Worker App,52967000.0,Closed,
1,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
16,Self Service,304253000.0,Closed,
8,Employee Generated,1000.0,Closed,
3,Constituent Call,73470000.0,Closed,
1,City Worker App,2000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,City Worker App,96880000.0,Closed,
11,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
5,City Worker App,15698000.0,Closed,
3,Citizens Connect App,66537000.0,Closed,
5,Constituent Call,9339883000.0,Closed,
8,Employee Generated,1000.0,Closed,
9,Constituent Call,10290000.0,Closed,
5,Employee Generated,1000.0,Closed,
16,Citizens Connect App,95915000.0,Closed,
12,City Worker App,2000.0,Closed,
19,Employee Generated,1000.0,Closed,
17,Employee Generated,1000.0,Closed,
17,City Worker App,2000.0,Closed,
3,City Worker App,72668000.0,Closed,
1,Employee Generated,1000.0,Closed,
5,Constituent Call,433959000.0,Closed,
12,Employee Generated,1000.0,Closed,
21,Citizens Connect App,93335000.0,Closed,
20,Self Service,34708000.0,Closed,
11,City Worker App,6000.0,Closed,
20,Employee Generated,2000.0,Closed,
3,City Worker App,97019000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,City Worker App,248031000.0,Closed,
19,Constituent Call,135232000.0,Closed,
20,City Worker App,11527000.0,Closed,
1,City Worker App,1000.0,Closed,
13,Citizens Connect App,83750000.0,Closed,
6,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
5,Citizens Connect App,37565000.0,Closed,
18,City Worker App,12486000.0,Closed,
20,Employee Generated,1000.0,Closed,
5,Employee Generated,1000.0,Closed,
4,Constituent Call,81006000.0,Closed,
3,City Worker App,3000.0,Closed,
4,Employee Generated,1000.0,Closed,
3,Employee Generated,1000.0,Closed,
14,Citizens Connect App,66140000.0,Closed,
22,Self Service,184781000.0,Closed,
5,City Worker App,1000.0,Closed,
8,City Worker App,17527000.0,Closed,
1,City Worker App,77564000.0,Closed,
4,Citizens Connect App,58457000.0,Closed,
2,City Worker App,8851000.0,Closed,
11,City Worker App,4296000.0,Closed,
20,City Worker App,78615000.0,Closed,
22,Citizens Connect App,78730000.0,Closed,
5,Citizens Connect App,6258000.0,Closed,
19,City Worker App,4731000.0,Closed,
14,City Worker App,1000.0,Closed,
14,Citizens Connect App,71314000.0,Closed,
2,Self Service,187720000.0,Closed,
22,City Worker App,9000.0,Closed,
14,City Worker App,15385000.0,Closed,
19,Employee Generated,1000.0,Closed,
16,Self Service,92174000.0,Closed,
8,City Worker App,450406000.0,Closed,
19,Employee Generated,1000.0,Closed,
2,Self Service,12183309000.0,Closed,
3,Citizens Connect App,52620000.0,Closed,
5,Constituent Call,74661000.0,Closed,
15,Employee Generated,1000.0,Closed,
11,Employee Generated,1000.0,Closed,
3,Employee Generated,1000.0,Closed,
17,City Worker App,87290000.0,Closed,
7,Citizens Connect App,13964000.0,Closed,
20,Self Service,964014000.0,Closed,
12,Employee Generated,1000.0,Closed,
18,City Worker App,24481000.0,Closed,
19,Employee Generated,1000.0,Closed,
6,Citizens Connect App,105541000.0,Closed,
18,City Worker App,87935000.0,Closed,
18,City Worker App,4679000.0,Closed,
1,Employee Generated,11000.0,Closed,
5,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
21,City Worker App,7000.0,Closed,
5,Constituent Call,72819000.0,Closed,
22,City Worker App,2000.0,Closed,
18,City Worker App,12719000.0,Closed,
20,Constituent Call,78288000.0,Closed,
16,Constituent Call,67347000.0,Closed,
22,Self Service,78371000.0,Closed,
10,Constituent Call,72547000.0,Closed,
21,Citizens Connect App,345634000.0,Closed,
9,City Worker App,94057000.0,Closed,
3,City Worker App,100468000.0,Closed,
10,Employee Generated,1000.0,Closed,
18,City Worker App,69299000.0,Closed,
19,Citizens Connect App,80741000.0,Closed,
18,City Worker App,10437000.0,Closed,
20,City Worker App,6688000.0,Closed,
14,City Worker App,1918000.0,Closed,
13,Employee Generated,1000.0,Closed,
18,City Worker App,548000.0,Closed,
18,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
3,Citizens Connect App,429366000.0,Closed,
12,Constituent Call,10230000.0,Closed,
10,Employee Generated,1000.0,Closed,
5,Self Service,82584000.0,Closed,
19,Employee Generated,2000.0,Closed,
6,Self Service,1827633000.0,Closed,
18,City Worker App,567000.0,Closed,
16,Citizens Connect App,63412000.0,Closed,
11,Employee Generated,2000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
10,Employee Generated,1000.0,Closed,
10,Constituent Call,1738000.0,Closed,
22,City Worker App,86865000.0,Closed,
11,Constituent Call,7200000.0,Closed,
3,Citizens Connect App,29447000.0,Closed,
18,City Worker App,9907000.0,Closed,
20,Employee Generated,1000.0,Closed,
12,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,Citizens Connect App,94398000.0,Closed,
8,City Worker App,7093000.0,Closed,
4,Constituent Call,93331000.0,Closed,
21,City Worker App,3000.0,Closed,
20,City Worker App,4925000.0,Closed,
3,Constituent Call,242829000.0,Closed,
3,City Worker App,2000.0,Closed,
12,Citizens Connect App,180498000.0,Closed,
18,Employee Generated,1000.0,Closed,
7,Constituent Call,155867000.0,Closed,
20,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
9,Citizens Connect App,16423000.0,Closed,
18,Employee Generated,1000.0,Closed,
6,City Worker App,77300000.0,Closed,
3,City Worker App,873279000.0,Closed,
18,Employee Generated,1000.0,Closed,
19,Employee Generated,3000.0,Closed,
4,Citizens Connect App,72251000.0,Closed,
21,City Worker App,254238000.0,Closed,
20,Citizens Connect App,79604000.0,Closed,
11,Citizens Connect App,75678000.0,Closed,
18,Employee Generated,1000.0,Closed,
11,Employee Generated,19492000.0,Closed,
14,Employee Generated,1000.0,Closed,
9,Employee Generated,1000.0,Closed,
5,Constituent Call,153730000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,Self Service,77338000.0,Closed,
1,Employee Generated,1000.0,Closed,
5,City Worker App,36000.0,Closed,
13,Constituent Call,332714000.0,Closed,
20,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
15,Employee Generated,1000.0,Closed,
3,City Worker App,3000.0,Closed,
4,Employee Generated,1000.0,Closed,
19,Citizens Connect App,3477000.0,Closed,
4,Citizens Connect App,84315000.0,Closed,
20,City Worker App,6000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
4,Citizens Connect App,52899000.0,Closed,
19,City Worker App,88065000.0,Closed,
19,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
18,City Worker App,1000.0,Closed,
20,City Worker App,720000.0,Closed,
12,City Worker App,86321000.0,Closed,
22,City Worker App,2000.0,Closed,
21,Citizens Connect App,140441000.0,Closed,
21,City Worker App,2000.0,Closed,
5,Self Service,3421494000.0,Closed,
18,Employee Generated,1000.0,Closed,
10,City Worker App,3000.0,Closed,
18,City Worker App,6095000.0,Closed,
4,Citizens Connect App,280045000.0,Closed,
21,Constituent Call,63807000.0,Closed,
19,Employee Generated,1000.0,Closed,
5,Employee Generated,1000.0,Closed,
1,City Worker App,588371000.0,Closed,
11,Employee Generated,1000.0,Closed,
1,City Worker App,331693000.0,Closed,
1,Employee Generated,1000.0,Closed,
5,Citizens Connect App,23830000.0,Closed,
18,City Worker App,1975000.0,Closed,
6,Employee Generated,1000.0,Closed,
20,Citizens Connect App,1061000.0,Closed,
14,City Worker App,1000.0,Closed,
6,Citizens Connect App,698504000.0,Closed,
7,Constituent Call,155059000.0,Closed,
21,City Worker App,225000.0,Closed,
11,Employee Generated,1000.0,Closed,
18,City Worker App,10422000.0,Closed,
8,City Worker App,463000.0,Closed,
18,City Worker App,12916000.0,Closed,
14,Employee Generated,1000.0,Closed,
8,Citizens Connect App,156842000.0,Closed,
14,Citizens Connect App,61164000.0,Closed,
18,City Worker App,82542000.0,Closed,
18,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,City Worker App,88634000.0,Closed,
18,Employee Generated,1000.0,Closed,
6,Citizens Connect App,435364000.0,Closed,
20,Employee Generated,1000.0,Closed,
7,Employee Generated,1000.0,Closed,
5,Constituent Call,154568000.0,Closed,
6,Employee Generated,1000.0,Closed,
5,Employee Generated,92805000.0,Closed,
8,City Worker App,4303500000.0,Closed,
16,City Worker App,23727000.0,Closed,
14,City Worker App,1299000.0,Closed,
18,City Worker App,84217000.0,Closed,
3,City Worker App,2000.0,Closed,
19,City Worker App,85365000.0,Closed,
14,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
19,Employee Generated,9000.0,Closed,
16,City Worker App,483000.0,Closed,
14,Constituent Call,96417000.0,Closed,
22,City Worker App,2000.0,Closed,
20,City Worker App,84249000.0,Closed,
20,Employee Generated,1000.0,Closed,
17,Self Service,125896000.0,Closed,
14,City Worker App,17002000.0,Closed,
5,Employee Generated,1000.0,Closed,
18,City Worker App,10244000.0,Closed,
9,City Worker App,3625000.0,Closed,
20,Employee Generated,1000.0,Closed,
4,Constituent Call,136000.0,Closed,
1,Employee Generated,2000.0,Closed,
11,Employee Generated,1000.0,Closed,
1,Constituent Call,56570000.0,Closed,
4,Constituent Call,9988000.0,Closed,
13,Citizens Connect App,414670000.0,Closed,
11,Citizens Connect App,94556000.0,Closed,
20,Employee Generated,1000.0,Closed,
21,City Worker App,8000.0,Closed,
7,Employee Generated,1000.0,Closed,
22,Citizens Connect App,10634058000.0,Closed,
20,Employee Generated,1000.0,Closed,
14,Employee Generated,2000.0,Closed,
20,Employee Generated,1000.0,Closed,
5,Employee Generated,1000.0,Closed,
16,Constituent Call,16136000.0,Closed,
22,City Worker App,96112000.0,Closed,
3,City Worker App,6000.0,Closed,
3,Employee Generated,1000.0,Closed,
19,Constituent Call,10217000.0,Closed,
4,Employee Generated,1000.0,Closed,
3,City Worker App,9430000.0,Closed,
14,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
3,Employee Generated,600519000.0,Closed,
14,Employee Generated,1000.0,Closed,
12,City Worker App,2000.0,Closed,
17,City Worker App,688617000.0,Closed,
22,Self Service,130564000.0,Closed,
5,Constituent Call,2078668000.0,Closed,
11,Employee Generated,1000.0,Closed,
21,City Worker App,1000.0,Closed,
15,Employee Generated,1000.0,Closed,
7,Citizens Connect App,263335000.0,Closed,
4,Citizens Connect App,90462000.0,Closed,
19,Employee Generated,1000.0,Closed,
1,Constituent Call,103145000.0,Closed,
11,Employee Generated,1000.0,Closed,
13,City Worker App,16623000.0,Closed,
21,Citizens Connect App,38805000.0,Closed,
11,Employee Generated,1000.0,Closed,
4,City Worker App,3000.0,Closed,
1,Self Service,79370000.0,Closed,
19,Employee Generated,1000.0,Closed,
3,City Worker App,108812000.0,Closed,
3,Constituent Call,358801000.0,Closed,
20,Employee Generated,1000.0,Closed,
6,Citizens Connect App,87844000.0,Closed,
5,City Worker App,32265000.0,Closed,
18,Employee Generated,2000.0,Closed,
14,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
4,Citizens Connect App,86346000.0,Closed,
6,City Worker App,5000.0,Closed,
3,City Worker App,8139000.0,Closed,
9,Employee Generated,1000.0,Closed,
18,City Worker App,4000.0,Closed,
18,Employee Generated,1000.0,Closed,
4,Citizens Connect App,75279000.0,Closed,
13,Citizens Connect App,1760000.0,Closed,
10,Self Service,190979000.0,Closed,
2,City Worker App,2000.0,Closed,
11,City Worker App,1544000.0,Closed,
3,Employee Generated,1000.0,Closed,
18,City Worker App,26526000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,City Worker App,4000.0,Closed,
20,Employee Generated,1000.0,Closed,
6,City Worker App,2948000.0,Closed,
21,City Worker App,80509000.0,Closed,
20,Employee Generated,1000.0,Closed,
4,Citizens Connect App,10268000.0,Closed,
10,Employee Generated,1000.0,Closed,
8,Constituent Call,65964000.0,Closed,
18,Employee Generated,1000.0,Closed,
18,Employee Generated,2000.0,Closed,
18,Employee Generated,1000.0,Closed,
18,City Worker App,1000.0,Closed,
7,City Worker App,318000.0,Closed,
11,Employee Generated,1000.0,Closed,
20,Citizens Connect App,67162000.0,Closed,
11,Employee Generated,1000.0,Closed,
20,City Worker App,8042000.0,Closed,
5,Constituent Call,78444000.0,Closed,
22,Employee Generated,2000.0,Closed,
1,Employee Generated,1000.0,Closed,
13,City Worker App,4651000.0,Closed,
18,City Worker App,90502000.0,Closed,
10,Constituent Call,74703000.0,Closed,
1,Employee Generated,1000.0,Closed,
5,Employee Generated,1000.0,Closed,
21,Citizens Connect App,258552000.0,Closed,
6,Employee Generated,1000.0,Closed,
7,Employee Generated,1000.0,Closed,
15,Employee Generated,1000.0,Closed,
11,City Worker App,3260000.0,Closed,
16,Employee Generated,469000.0,Closed,
8,Employee Generated,1000.0,Closed,
18,City Worker App,11603000.0,Closed,
4,City Worker App,13000.0,Closed,
16,City Worker App,79466000.0,Closed,
20,Employee Generated,1000.0,Closed,
8,Employee Generated,1000.0,Closed,
3,Constituent Call,178372000.0,Closed,
2,City Worker App,3000.0,Closed,
20,Employee Generated,1000.0,Closed,
9,Self Service,70635000.0,Closed,
3,Citizens Connect App,81643000.0,Closed,
3,Citizens Connect App,1879030000.0,Closed,
5,Self Service,74573000.0,Closed,
3,Citizens Connect App,75449000.0,Closed,
8,Constituent Call,11016000.0,Closed,
13,Employee Generated,1000.0,Closed,
15,Employee Generated,1000.0,Closed,
20,City Worker App,4095000.0,Closed,
18,City Worker App,6000.0,Closed,
5,Constituent Call,69544000.0,Closed,
18,City Worker App,106246000.0,Closed,
2,City Worker App,2000.0,Closed,
1,Citizens Connect App,2268000.0,Closed,
21,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
14,City Worker App,82000.0,Closed,
14,City Worker App,246370000.0,Closed,
1,City Worker App,13147000.0,Closed,
18,Constituent Call,82632000.0,Closed,
4,Citizens Connect App,317755000.0,Closed,
22,City Worker App,3000.0,Closed,
2,Constituent Call,607622000.0,Closed,
20,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
14,Employee Generated,1000.0,Closed,
2,City Worker App,652000.0,Closed,
3,Employee Generated,8000.0,Closed,
11,Employee Generated,1000.0,Closed,
3,Citizens Connect App,7445000.0,Closed,
18,City Worker App,7394000.0,Closed,
16,City Worker App,3504000.0,Closed,
15,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
5,Citizens Connect App,4401000.0,Closed,
21,City Worker App,7000.0,Closed,
7,City Worker App,347715000.0,Closed,
8,City Worker App,738000.0,Closed,
10,Employee Generated,5000.0,Closed,
14,Employee Generated,1000.0,Closed,
5,Constituent Call,184434000.0,Closed,
9,City Worker App,1902000.0,Closed,
19,Employee Generated,1000.0,Closed,
3,Self Service,832485000.0,Closed,
18,Employee Generated,1000.0,Closed,
21,City Worker App,255000.0,Closed,
3,City Worker App,281000.0,Closed,
20,Employee Generated,1000.0,Closed,
14,Employee Generated,8000.0,Closed,
1,Employee Generated,1000.0,Closed,
8,Employee Generated,1000.0,Closed,
18,City Worker App,64721000.0,Closed,
1,City Worker App,2001550000.0,Closed,
14,City Worker App,94101000.0,Closed,
18,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
3,Constituent Call,7955000.0,Closed,
22,City Worker App,3000.0,Closed,
22,City Worker App,89867000.0,Closed,
2,Citizens Connect App,135063000.0,Closed,
11,Citizens Connect App,10914000.0,Closed,
15,Citizens Connect App,80899000.0,Closed,
1,Employee Generated,1000.0,Closed,
6,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
5,Citizens Connect App,88336000.0,Closed,
2,Citizens Connect App,78251000.0,Closed,
6,Citizens Connect App,3975578000.0,Closed,
14,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Citizens Connect App,304244000.0,Closed,
12,City Worker App,770000.0,Closed,
17,City Worker App,81286000.0,Closed,
19,Employee Generated,1000.0,Closed,
21,City Worker App,2000.0,Closed,
21,City Worker App,72000.0,Closed,
18,City Worker App,19334000.0,Closed,
17,City Worker App,2393000.0,Closed,
16,Constituent Call,4766000.0,Closed,
14,Citizens Connect App,215631000.0,Closed,
1,Employee Generated,1000.0,Closed,
18,City Worker App,14439000.0,Closed,
3,Citizens Connect App,106426000.0,Closed,
7,Employee Generated,1000.0,Closed,
22,City Worker App,346701000.0,Closed,
16,Citizens Connect App,49048000.0,Closed,
17,City Worker App,15092000.0,Closed,
9,Citizens Connect App,78077000.0,Closed,
5,Citizens Connect App,252951000.0,Closed,
3,Constituent Call,60469000.0,Closed,
18,Employee Generated,1000.0,Closed,
10,Constituent Call,12944000.0,Closed,
8,Employee Generated,1000.0,Closed,
13,City Worker App,74880000.0,Closed,
19,Employee Generated,1000.0,Closed,
21,City Worker App,4000.0,Closed,
19,Employee Generated,1000.0,Closed,
15,Self Service,199783000.0,Closed,
20,Employee Generated,1000.0,Closed,
8,Employee Generated,1000.0,Closed,
8,Employee Generated,1000.0,Closed,
21,City Worker App,2406000.0,Closed,
5,Constituent Call,420933000.0,Closed,
3,Constituent Call,1894621000.0,Closed,
20,City Worker App,4370000.0,Closed,
14,City Worker App,105871000.0,Closed,
17,Employee Generated,1000.0,Closed,
21,Employee Generated,1000.0,Closed,
18,City Worker App,2362000.0,Closed,
18,City Worker App,4303000.0,Closed,
5,Citizens Connect App,241372000.0,Closed,
19,Employee Generated,1000.0,Closed,
11,Constituent Call,4733000.0,Closed,
8,Employee Generated,1000.0,Closed,
5,Self Service,45457266000.0,Closed,
20,Employee Generated,1000.0,Closed,
6,City Worker App,92000.0,Closed,
18,Employee Generated,1000.0,Closed,
10,City Worker App,95034000.0,Closed,
18,City Worker App,73166000.0,Closed,
14,Employee Generated,1000.0,Closed,
22,City Worker App,2000.0,Closed,
14,City Worker App,75000.0,Closed,
8,City Worker App,3000.0,Closed,
14,City Worker App,3700436000.0,Closed,
18,Constituent Call,2204000.0,Closed,
16,City Worker App,10324000.0,Closed,
5,City Worker App,4000.0,Closed,
20,City Worker App,2651000.0,Closed,
18,City Worker App,3000.0,Closed,
19,Employee Generated,1000.0,Closed,
13,Employee Generated,1000.0,Closed,
18,City Worker App,169000.0,Closed,
20,Self Service,8794000.0,Closed,
20,City Worker App,101882000.0,Closed,
5,Citizens Connect App,215927000.0,Closed,
20,Employee Generated,1000.0,Closed,
16,Employee Generated,1000.0,Closed,
7,Citizens Connect App,176863000.0,Closed,
12,Employee Generated,1000.0,Closed,
9,City Worker App,84471000.0,Closed,
6,Constituent Call,4567724000.0,Closed,
7,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
14,City Worker App,7022000.0,Closed,
18,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
1,Citizens Connect App,75000.0,Closed,
12,City Worker App,14655000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,City Worker App,96950000.0,Closed,
20,City Worker App,10000.0,Closed,
11,Employee Generated,1000.0,Closed,
18,City Worker App,4115000.0,Closed,
3,Citizens Connect App,92472000.0,Closed,
20,Employee Generated,1000.0,Closed,
4,Citizens Connect App,44072000.0,Closed,
2,City Worker App,72839000.0,Closed,
2,Employee Generated,1000.0,Closed,
19,City Worker App,10110000.0,Closed,
14,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
19,City Worker App,23981000.0,Closed,
18,City Worker App,22727000.0,Closed,
13,City Worker App,2000.0,Closed,
10,Employee Generated,1000.0,Closed,
4,Constituent Call,185153000.0,Closed,
4,Employee Generated,1000.0,Closed,
12,Employee Generated,1000.0,Closed,
20,Constituent Call,24245000.0,Closed,
2,Self Service,259408000.0,Closed,
18,City Worker App,21102000.0,Closed,
13,City Worker App,17562000.0,Closed,
4,City Worker App,93291000.0,Closed,
21,City Worker App,19688000.0,Closed,
22,Citizens Connect App,49309000.0,Closed,
10,City Worker App,3288000.0,Closed,
20,Citizens Connect App,8571000.0,Closed,
20,Employee Generated,1000.0,Closed,
4,Citizens Connect App,356883000.0,Closed,
3,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Citizens Connect App,52293000.0,Closed,
3,Citizens Connect App,422495000.0,Closed,
10,Employee Generated,2000.0,Closed,
19,Employee Generated,1000.0,Closed,
18,Employee Generated,1000.0,Closed,
19,Constituent Call,76555000.0,Closed,
10,City Worker App,102001000.0,Closed,
4,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
11,Employee Generated,1000.0,Closed,
3,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
8,Citizens Connect App,2705000.0,Closed,
5,Constituent Call,263429000.0,Closed,
18,Employee Generated,1000.0,Closed,
9,Constituent Call,149034000.0,Closed,
11,City Worker App,1192000.0,Closed,
21,City Worker App,2000.0,Closed,
20,Employee Generated,1000.0,Closed,
14,City Worker App,84416000.0,Closed,
7,Employee Generated,1000.0,Closed,
14,City Worker App,172397000.0,Closed,
3,Constituent Call,7369000.0,Closed,
16,Citizens Connect App,52048000.0,Closed,
4,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
11,City Worker App,25403000.0,Closed,
18,Employee Generated,1000.0,Closed,
18,Constituent Call,85425000.0,Closed,
11,Employee Generated,1000.0,Closed,
11,Employee Generated,1000.0,Closed,
17,Employee Generated,1000.0,Closed,
1,Employee Generated,1000.0,Closed,
6,Constituent Call,275648000.0,Closed,
18,Employee Generated,1000.0,Closed,
3,City Worker App,135819000.0,Closed,
21,City Worker App,178000.0,Closed,
19,Self Service,23863000.0,Closed,
18,City Worker App,89091000.0,Closed,
3,Citizens Connect App,148105000.0,Closed,
5,Self Service,1374816000.0,Closed,
18,City Worker App,73685000.0,Closed,
16,Employee Generated,1000.0,Closed,
20,City Worker App,181105000.0,Closed,
1,Employee Generated,1000.0,Closed,
22,Citizens Connect App,33879000.0,Closed,
19,Employee Generated,2000.0,Closed,
19,City Worker App,2000.0,Closed,
4,Citizens Connect App,135000.0,Closed,
4,City Worker App,8000.0,Closed,
4,Self Service,16378000.0,Closed,
5,Citizens Connect App,166902000.0,Closed,
18,Employee Generated,1000.0,Closed,
18,City Worker App,6329000.0,Closed,
5,City Worker App,87729000.0,Closed,
19,Employee Generated,1000.0,Closed,
20,Self Service,173244000.0,Closed,
5,Citizens Connect App,4498000.0,Closed,
19,Employee Generated,1000.0,Closed,
11,Employee Generated,1000.0,Closed,
11,Employee Generated,1000.0,Closed,
18,City Worker App,8915000.0,Closed,
19,Employee Generated,1000.0,Closed,
3,Citizens Connect App,27116000.0,Closed,
19,Employee Generated,2000.0,Closed,
13,Employee Generated,1000.0,Closed,
19,Employee Generated,3000.0,Closed,
3,City Worker App,1000.0,Closed,
3,Citizens Connect App,94695000.0,Closed,
15,Constituent Call,83037000.0,Closed,
1,Employee Generated,1000.0,Closed,
2,City Worker App,78135000.0,Closed,
13,Citizens Connect App,66621000.0,Closed,
8,Employee Generated,1000.0,Closed,
3,Employee Generated,1000.0,Closed,
8,Constituent Call,315010000.0,Closed,
20,Employee Generated,1000.0,Closed,
4,Citizens Connect App,171108000.0,Closed,
3,City Worker App,109551000.0,Closed,
5,Citizens Connect App,184656000.0,Closed,
2,City Worker App,1000.0,Closed,
11,Employee Generated,2000.0,Closed,
20,Employee Generated,1000.0,Closed,
3,City Worker App,92900000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
22,City Worker App,4000.0,Closed,
3,City Worker App,532519000.0,Closed,
20,Citizens Connect App,25769000.0,Closed,
19,Employee Generated,1000.0,Closed,
5,Citizens Connect App,63957000.0,Closed,
14,Citizens Connect App,73469000.0,Closed,
5,Citizens Connect App,520631000.0,Closed,
5,City Worker App,91043000.0,Closed,
1,Employee Generated,1000.0,Closed,
7,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
4,Citizens Connect App,335387000.0,Closed,
2,Constituent Call,494414000.0,Closed,
12,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
8,Self Service,31862000.0,Closed,
5,Citizens Connect App,2453000.0,Closed,
10,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
19,City Worker App,9000.0,Closed,
2,City Worker App,25281000.0,Closed,
21,Constituent Call,3956710000.0,Closed,
5,City Worker App,525875000.0,Closed,
20,Employee Generated,1000.0,Closed,
18,City Worker App,1000.0,Closed,
18,City Worker App,2000.0,Closed,
21,Employee Generated,258843000.0,Closed,
18,City Worker App,9414000.0,Closed,
18,City Worker App,1000.0,Closed,
15,City Worker App,17836000.0,Closed,
18,Employee Generated,1000.0,Closed,
7,City Worker App,173987000.0,Closed,
1,Employee Generated,1000.0,Closed,
16,City Worker App,14443000.0,Closed,
10,Citizens Connect App,61036000.0,Closed,
20,Employee Generated,1000.0,Closed,
20,Employee Generated,1000.0,Closed,
5,Constituent Call,14314000.0,Closed,
11,Employee Generated,1000.0,Closed,
20,City Worker App,413000.0,Closed,
11,Employee Generated,2000.0,Closed,
20,Employee Generated,1000.0,Closed,
9,City Worker App,94792000.0,Closed,
20,Constituent Call,334986000.0,Closed,
6,City Worker App,85096000.0,Closed,
18,City Worker App,2000.0,Closed,
18,Employee Generated,1000.0,Closed,
14,City Worker App,77910000.0,Closed,
18,Employee Generated,2000.0,Closed,
19,Constituent Call,26494000.0,Closed,
20,Employee Generated,1000.0,Closed,
19,Employee Generated,1000.0,Closed,
9,Citizens Connect App,5321426000.0,Closed,
2,Constituent Call,533040000.0,Closed,
7,Employee Generated,1000.0,Closed,
3,City Worker App,259660000.0,Closed,
6,Constituent Call,64154000.0,Closed,
15,Employee Generated,1000.0,Closed,
2,City Worker App,74064000.0,Closed,
7,Employee Generated,3000.0,Closed,
21,City Worker App,5000.0,Closed,
12,Constituent Call,349286000.0,Closed,
5,Constituent Call,38576000.0,Closed,
17,City Worker App,15097000.0,Closed,
20,Employee Generated,2000.0,Closed,
9,Employee Generated,1000.0,Closed,
20,Employee Generated,2000.0,Closed,
19,City Worker App,7000.0,Closed,
